cveID,dateAdded,vendorProject,product,cvss,epss,risk,exploit,ransomCampaign
CVE-2022-27593,2022-09-08,QNAP,Photo Station,10.0,0.93262,Critical,No,Known
CVE-2011-4723,2022-09-08,D-Link,DIR-300 Router,5.7,0.12726,Medium,No,Unknown
CVE-2020-9934,2022-09-08,Apple,"iOS, iPadOS, and macOS",5.5,0.02101,Medium,Yes,Unknown
CVE-2022-26258,2022-09-08,D-Link,DIR-820L,9.8,0.87661,High,No,Unknown
CVE-2022-3075,2022-09-08,Google,Chromium Mojo,9.6,0.02991,Medium,No,Unknown
CVE-2011-1823,2022-09-08,Android,Android OS,7.8,0.44847,Medium,No,Unknown
CVE-2018-13374,2022-09-08,Fortinet,FortiOS and FortiADC,4.3,0.01537,Low,Yes,Known
CVE-2022-32917,2022-09-14,Apple,"iOS, iPadOS, and macOS",7.8,0.004,Medium,No,Unknown
CVE-2022-37969,2022-09-14,Microsoft,Windows,7.8,0.12354,Medium,Yes,Unknown
CVE-2013-2596,2022-09-15,Linux,Kernel,7.8,0.02,Medium,Yes,Unknown
CVE-2022-40139,2022-09-15,Trend Micro,Apex One and Apex One as a Service,7.2,0.12882,Medium,No,Unknown
CVE-2010-2568,2022-09-15,Microsoft,Windows,7.8,0.92593,High,Yes,Unknown
CVE-2013-2597,2022-09-15,Code Aurora,ACDB Audio Driver,8.4,0.06744,Medium,Yes,Unknown
CVE-2013-6282,2022-09-15,Linux,Kernel,8.8,0.6765,High,Yes,Unknown
CVE-2013-2094,2022-09-15,Linux,Kernel,8.4,0.64534,High,Yes,Unknown
CVE-2022-35405,2022-09-22,Zoho,ManageEngine,9.8,0.94314,Critical,Yes,Unknown
CVE-2022-3236,2022-09-23,Sophos,Firewall,9.8,0.9168,Critical,No,Unknown
CVE-2022-41040,2022-09-30,Microsoft,Exchange Server,8.8,0.9419,High,Yes,Known
CVE-2022-41082,2022-09-30,Microsoft,Exchange Server,8.0,0.91102,High,Yes,Known
CVE-2022-36804,2022-09-30,Atlassian,Bitbucket Server and Data Center,8.8,0.94429,High,Yes,Unknown
CVE-2022-41033,2022-10-11,Microsoft,Windows COM+ Event System Service,7.8,0.00984,Medium,No,Unknown
CVE-2022-40684,2022-10-11,Fortinet,Multiple Products,9.8,0.94427,Critical,Yes,Known
CVE-2021-3493,2022-10-20,Linux,Kernel,8.8,0.76767,High,Yes,Unknown
CVE-2022-41352,2022-10-20,Synacor,Zimbra Collaboration Suite (ZCS),9.8,0.93958,Critical,Yes,Unknown
CVE-2018-19320,2022-10-24,GIGABYTE,Multiple Products,7.8,0.31918,Medium,Yes,Known
CVE-2020-3433,2022-10-24,Cisco,AnyConnect Secure,7.8,0.04462,Medium,Yes,Known
CVE-2018-19323,2022-10-24,GIGABYTE,Multiple Products,9.8,0.14716,Medium,Yes,Known
CVE-2018-19322,2022-10-24,GIGABYTE,Multiple Products,7.8,0.02884,Medium,No,Known
CVE-2018-19321,2022-10-24,GIGABYTE,Multiple Products,7.8,0.39812,Medium,Yes,Known
CVE-2020-3153,2022-10-24,Cisco,AnyConnect Secure,6.5,0.25087,Medium,Yes,Known
CVE-2022-42827,2022-10-25,Apple,iOS and iPadOS,7.8,0.002,Medium,No,Unknown
CVE-2022-3723,2022-10-28,Google,Chromium V8,8.8,0.00523,Medium,No,Unknown
CVE-2022-41125,2022-11-08,Microsoft,Windows,7.8,0.01643,Medium,No,Unknown
CVE-2022-41073,2022-11-08,Microsoft,Windows,7.8,0.03285,Medium,No,Known
CVE-2021-25370,2022-11-08,Samsung,Mobile Devices,6.1,0.00239,Medium,No,Unknown
CVE-2022-41091,2022-11-08,Microsoft,Windows,5.4,0.05169,Medium,No,Unknown
CVE-2022-41128,2022-11-08,Microsoft,Windows,8.8,0.39236,Medium,No,Unknown
CVE-2021-25369,2022-11-08,Samsung,Mobile Devices,6.2,0.00156,Medium,No,Unknown
CVE-2021-25337,2022-11-08,Samsung,Mobile Devices,4.4,0.00345,Low,No,Unknown
CVE-2022-41049,2022-11-14,Microsoft,Windows,5.4,0.12955,Medium,No,Unknown
CVE-2021-35587,2022-11-28,Oracle,Fusion Middleware,9.8,0.94258,Critical,Yes,Unknown
CVE-2022-4135,2022-11-28,Google,Chromium GPU,9.6,0.0014,Medium,Yes,Unknown
CVE-2022-4262,2022-12-05,Google,Chromium V8,8.8,0.06353,Medium,Yes,Unknown
CVE-2022-27518,2022-12-13,Citrix,Application Delivery Controller (ADC) and Gateway,9.8,0.22959,Medium,Yes,Unknown
CVE-2022-26501,2022-12-13,Veeam,Backup & Replication,9.8,0.66731,High,Yes,Known
CVE-2022-42475,2022-12-13,Fortinet,FortiOS,9.8,0.94062,Critical,Yes,Unknown
CVE-2022-44698,2022-12-13,Microsoft,Defender,5.4,0.66423,High,No,Known
CVE-2022-26500,2022-12-13,Veeam,Backup & Replication,8.8,0.20116,Medium,Yes,Known
CVE-2022-42856,2022-12-14,Apple,iOS,8.8,0.00187,Medium,No,Unknown
CVE-2018-18809,2022-12-29,TIBCO,JasperReports,6.5,0.94012,High,No,Unknown
CVE-2018-5430,2022-12-29,TIBCO,JasperReports,8.8,0.29264,Medium,Yes,Unknown
CVE-2022-41080,2023-01-10,Microsoft,Exchange Server,8.8,0.93795,High,Yes,Known
CVE-2023-21674,2023-01-10,Microsoft,Windows,8.8,0.12429,Medium,Yes,Unknown
CVE-2022-44877,2023-01-17,CWP,Control Web Panel,9.8,0.94457,Critical,Yes,Unknown
CVE-2022-47966,2023-01-23,Zoho,ManageEngine,9.8,0.94378,Critical,Yes,Known
CVE-2017-11357,2023-01-26,Telerik,User Interface (UI) for ASP.NET AJAX,9.8,0.93843,Critical,Yes,Known
CVE-2022-21587,2023-02-02,Oracle,E-Business Suite,9.8,0.94397,Critical,Yes,Known
CVE-2023-22952,2023-02-02,SugarCRM,Multiple Products,8.8,0.93075,High,No,Unknown
CVE-2022-24990,2023-02-10,TerraMaster,TerraMaster OS,7.5,0.94284,High,Yes,Known
CVE-2015-2291,2023-02-10,Intel,Ethernet Diagnostics Driver for Windows,7.8,0.05604,Medium,Yes,Unknown
CVE-2023-0669,2023-02-10,Fortra,GoAnywhere MFT,7.2,0.94378,High,Yes,Known
CVE-2023-21715,2023-02-14,Microsoft,Office,7.3,0.0101,Medium,No,Unknown
CVE-2023-23376,2023-02-14,Microsoft,Windows,7.8,0.22038,Medium,No,Unknown
CVE-2023-23529,2023-02-14,Apple,Multiple Products,8.8,0.0008,Medium,No,Unknown
CVE-2023-21823,2023-02-14,Microsoft,Windows,7.8,0.06669,Medium,Yes,Unknown
CVE-2022-46169,2023-02-16,Cacti,Cacti,9.8,0.94469,Critical,Yes,Unknown
CVE-2022-47986,2023-02-21,IBM,Aspera Faspex,9.8,0.94303,Critical,Yes,Known
CVE-2022-41223,2023-02-21,Mitel,MiVoice Connect,6.8,0.03158,Medium,No,Known
CVE-2022-40765,2023-02-21,Mitel,MiVoice Connect,6.8,0.03099,Medium,No,Known
CVE-2022-36537,2023-02-27,ZK Framework,AuUploader,7.5,0.93977,High,Yes,Known
CVE-2022-28810,2023-03-07,Zoho,ManageEngine,6.8,0.9137,High,No,Unknown
CVE-2022-33891,2023-03-07,Apache,Spark,8.8,0.93513,High,Yes,Unknown
CVE-2022-35914,2023-03-07,Teclib,GLPI,9.8,0.94395,Critical,Yes,Unknown
CVE-2021-39144,2023-03-10,XStream,XStream,8.5,0.9438,High,Yes,Unknown
CVE-2020-5741,2023-03-10,Plex,Media Server,7.2,0.50165,High,No,Unknown
CVE-2022-41328,2023-03-14,Fortinet,FortiOS,6.7,0.00196,Medium,No,Unknown
CVE-2023-23397,2023-03-14,Microsoft,Office,9.8,0.93658,Critical,Yes,Unknown
CVE-2023-24880,2023-03-14,Microsoft,Windows,4.4,0.77286,Medium,No,Known
CVE-2023-26360,2023-03-15,Adobe,ColdFusion,8.6,0.9433,High,Yes,Unknown
CVE-2022-3038,2023-03-30,Google,Chromium Network Service,8.8,0.35994,Medium,No,Unknown
CVE-2021-30900,2023-03-30,Apple,"iOS, iPadOS, and macOS",7.8,0.01194,Medium,No,Unknown
CVE-2017-7494,2023-03-30,Samba,Samba,9.8,0.94176,Critical,Yes,Known
CVE-2013-3163,2023-03-30,Microsoft,Internet Explorer,8.8,0.85003,High,Yes,Unknown
CVE-2022-39197,2023-03-30,Fortra,Cobalt Strike,6.1,0.18381,Medium,Yes,Unknown
CVE-2023-0266,2023-03-30,Linux,Kernel,7.9,0.00092,Medium,Yes,Unknown
CVE-2022-22706,2023-03-30,Arm,Mali Graphics Processing Unit (GPU),7.8,0.00093,Medium,No,Unknown
CVE-2022-38181,2023-03-30,Arm,Mali Graphics Processing Unit (GPU),8.8,0.24547,Medium,Yes,Unknown
CVE-2022-42948,2023-03-30,Fortra,Cobalt Strike,9.8,0.19512,Medium,No,Unknown
CVE-2022-27926,2023-04-03,Synacor,Zimbra Collaboration Suite (ZCS),6.1,0.94248,High,No,Unknown
CVE-2021-27878,2023-04-07,Veritas,Backup Exec Agent,8.8,0.06921,Medium,No,Known
CVE-2021-27877,2023-04-07,Veritas,Backup Exec Agent,8.2,0.29375,Medium,No,Known
CVE-2019-1388,2023-04-07,Microsoft,Windows,7.8,0.11465,Medium,Yes,Known
CVE-2023-26083,2023-04-07,Arm,Mali Graphics Processing Unit (GPU),3.3,0.07328,Low,No,Unknown
CVE-2021-27876,2023-04-07,Veritas,Backup Exec Agent,8.1,0.01972,Medium,No,Known
CVE-2023-28205,2023-04-10,Apple,Multiple Products,8.8,0.00076,Medium,Yes,Unknown
CVE-2023-28206,2023-04-10,Apple,"iOS, iPadOS, and macOS",8.6,0.18813,Medium,Yes,Unknown
CVE-2023-28252,2023-04-11,Microsoft,Windows,7.8,0.54632,High,Yes,Known
CVE-2023-29492,2023-04-13,Novi Survey,Novi Survey,9.8,0.18067,Medium,No,Unknown
CVE-2023-20963,2023-04-13,Android,Framework,7.8,0.02157,Medium,Yes,Unknown
CVE-2023-2033,2023-04-17,Google,Chromium V8,8.8,0.25635,Medium,Yes,Unknown
CVE-2019-8526,2023-04-17,Apple,macOS,7.8,0.00678,Medium,No,Unknown
CVE-2017-6742,2023-04-19,Cisco,IOS and IOS XE Software,8.8,0.04431,Medium,Yes,Unknown
CVE-2023-2136,2023-04-21,Google,Chromium Skia,9.6,0.00353,Medium,No,Unknown
CVE-2023-27350,2023-04-21,PaperCut,MF/NG,9.8,0.94257,Critical,Yes,Known
CVE-2023-28432,2023-04-21,MinIO,MinIO,7.5,0.93931,High,Yes,Unknown
CVE-2023-1389,2023-05-01,TP-Link,Archer AX21,8.8,0.93673,High,Yes,Unknown
CVE-2021-45046,2023-05-01,Apache,Log4j2,9.0,0.9434,Critical,Yes,Known
CVE-2023-21839,2023-05-01,Oracle,WebLogic Server,7.5,0.94175,High,Yes,Unknown
CVE-2023-29336,2023-05-09,Microsoft,Win32k,7.8,0.79462,High,Yes,Unknown
CVE-2016-3427,2023-05-12,Oracle,Java SE and JRockit,9.8,0.93616,Critical,Yes,Unknown
CVE-2021-3560,2023-05-12,Red Hat,Polkit,7.8,0.08138,Medium,Yes,Unknown
CVE-2014-0196,2023-05-12,Linux,Kernel,5.5,0.63842,High,Yes,Unknown
CVE-2023-25717,2023-05-12,Ruckus Wireless,Multiple Products,9.8,0.94239,Critical,No,Unknown
CVE-2016-8735,2023-05-12,Apache,Tomcat,9.8,0.93967,Critical,Yes,Unknown
CVE-2010-3904,2023-05-12,Linux,Kernel,7.8,0.01386,Medium,Yes,Unknown
CVE-2015-5317,2023-05-12,Jenkins,Jenkins User Interface (UI),7.5,0.27392,Medium,No,Unknown
CVE-2004-1464,2023-05-19,Cisco,IOS,5.9,0.01698,Medium,No,Unknown
CVE-2023-21492,2023-05-19,Samsung,Mobile Devices,4.4,0.00407,Low,No,Unknown
CVE-2016-6415,2023-05-19,Cisco,"IOS, IOS XR, and IOS XE",7.5,0.92999,High,Yes,Unknown
CVE-2023-32409,2023-05-22,Apple,Multiple Products,8.6,0.0025,Medium,No,Unknown
CVE-2023-32373,2023-05-22,Apple,Multiple Products,8.8,0.00042,Medium,No,Unknown
CVE-2023-28204,2023-05-22,Apple,Multiple Products,6.5,0.00086,Medium,No,Unknown
CVE-2023-2868,2023-05-26,Barracuda Networks,Email Security Gateway (ESG) Appliance,9.4,0.90312,Critical,Yes,Unknown
CVE-2023-28771,2023-05-31,Zyxel,Multiple Firewalls,9.8,0.94346,Critical,Yes,Unknown
CVE-2023-34362,2023-06-02,Progress,MOVEit Transfer,9.8,0.94254,Critical,Yes,Known
CVE-2023-33009,2023-06-05,Zyxel,Multiple Firewalls,9.8,0.06166,Medium,No,Unknown
CVE-2023-33010,2023-06-05,Zyxel,Multiple Firewalls,9.8,0.05845,Medium,No,Unknown
CVE-2023-3079,2023-06-07,Google,Chromium V8,8.8,0.0156,Medium,Yes,Unknown
CVE-2023-27997,2023-06-13,Fortinet,FortiOS and FortiProxy SSL-VPN,9.8,0.89476,High,Yes,Known
CVE-2021-44026,2023-06-22,Roundcube,Roundcube Webmail,9.8,0.64041,High,Yes,Unknown
CVE-2020-12641,2023-06-22,Roundcube,Roundcube Webmail,9.8,0.93275,Critical,Yes,Unknown
CVE-2020-35730,2023-06-22,Roundcube,Roundcube Webmail,6.1,0.69032,High,Yes,Unknown
CVE-2016-0165,2023-06-22,Microsoft,Win32k,7.8,0.1173,Medium,Yes,Unknown
CVE-2023-20887,2023-06-22,VMware,Aria Operations for Networks,9.8,0.94393,Critical,Yes,Unknown
CVE-2016-9079,2023-06-22,Mozilla,"Firefox, Firefox ESR, and Thunderbird",7.5,0.84813,High,Yes,Unknown
CVE-2023-32435,2023-06-23,Apple,Multiple Products,8.8,0.00415,Medium,No,Unknown
CVE-2023-32439,2023-06-23,Apple,Multiple Products,8.8,0.00987,Medium,No,Unknown
CVE-2023-20867,2023-06-23,VMware,Tools,3.9,0.02946,Low,No,Unknown
CVE-2023-27992,2023-06-23,Zyxel,Multiple Network-Attached Storage (NAS) Devices,9.8,0.84007,High,No,Unknown
CVE-2023-32434,2023-06-23,Apple,Multiple Products,7.8,0.64693,High,Yes,Unknown
CVE-2019-20500,2023-06-29,D-Link,DWL-2600AP Access Point,7.8,0.92073,High,No,Unknown
CVE-2021-25394,2023-06-29,Samsung,Mobile Devices,6.4,0.00615,Medium,No,Unknown
CVE-2021-25372,2023-06-29,Samsung,Mobile Devices,6.1,0.00898,Medium,No,Unknown
CVE-2019-17621,2023-06-29,D-Link,DIR-859 Router,9.8,0.93302,Critical,Yes,Unknown
CVE-2021-25395,2023-06-29,Samsung,Mobile Devices,6.4,0.00172,Medium,No,Unknown
CVE-2021-25489,2023-06-29,Samsung,Mobile Devices,3.3,0.00363,Low,No,Unknown
CVE-2021-25371,2023-06-29,Samsung,Mobile Devices,6.1,0.00898,Medium,No,Unknown
CVE-2021-25487,2023-06-29,Samsung,Mobile Devices,7.3,0.02365,Medium,No,Unknown
CVE-2021-29256,2023-07-07,Arm,Mali Graphics Processing Unit (GPU),8.8,0.00638,Medium,No,Unknown
CVE-2023-36874,2023-07-11,Microsoft,Windows,7.8,0.71153,High,Yes,Unknown
CVE-2022-31199,2023-07-11,Netwrix,Auditor,9.8,0.08052,Medium,Yes,Known
CVE-2023-32046,2023-07-11,Microsoft,Windows,7.8,0.42658,Medium,No,Unknown
CVE-2023-35311,2023-07-11,Microsoft,Outlook,8.8,0.00475,Medium,No,Unknown
CVE-2023-32049,2023-07-11,Microsoft,Windows,8.8,0.09063,Medium,No,Unknown
CVE-2023-37450,2023-07-13,Apple,Multiple Products,8.8,0.00054,Medium,No,Unknown
CVE-2022-29303,2023-07-13,SolarView,Compact,9.8,0.94372,Critical,Yes,Unknown
CVE-2023-36884,2023-07-17,Microsoft,Windows,7.5,0.9322,High,Yes,Known
CVE-2023-3519,2023-07-19,Citrix,NetScaler ADC and NetScaler Gateway,9.8,0.93836,Critical,Yes,Known
CVE-2023-29298,2023-07-20,Adobe,ColdFusion,7.5,0.9429,High,Yes,Unknown
CVE-2023-38205,2023-07-20,Adobe,ColdFusion,7.5,0.9431,High,No,Unknown
CVE-2023-35078,2023-07-25,Ivanti,Endpoint Manager Mobile (EPMM),9.8,0.94482,Critical,Yes,Known
CVE-2023-38606,2023-07-26,Apple,Multiple Products,5.5,0.00097,Medium,No,Unknown
CVE-2023-37580,2023-07-27,Synacor,Zimbra Collaboration Suite (ZCS),6.1,0.93918,High,No,Unknown
CVE-2023-35081,2023-07-31,Ivanti,Endpoint Manager Mobile (EPMM),7.2,0.9272,High,No,Unknown
CVE-2017-18368,2023-08-07,Zyxel,P660HN-T1A Routers,9.8,0.93862,Critical,No,Unknown
CVE-2023-38180,2023-08-09,Microsoft,.NET Core and Visual Studio,7.5,0.00882,Medium,No,Unknown
CVE-2023-24489,2023-08-16,Citrix,Content Collaboration,9.8,0.94389,Critical,Yes,Unknown
CVE-2023-26359,2023-08-21,Adobe,ColdFusion,9.8,0.85917,High,No,Unknown
CVE-2023-27532,2023-08-22,Veeam,Backup & Replication,7.5,0.83191,High,Yes,Known
CVE-2023-38035,2023-08-22,Ivanti,Sentry,9.8,0.94438,Critical,Yes,Known
CVE-2023-32315,2023-08-24,Ignite Realtime,Openfire,8.6,0.94441,High,Yes,Unknown
CVE-2023-38831,2023-08-24,RARLAB,WinRAR,7.8,0.93858,High,Yes,Known
CVE-2023-33246,2023-09-06,Apache,RocketMQ,9.8,0.94388,Critical,Yes,Unknown
CVE-2023-41061,2023-09-11,Apple,"iOS, iPadOS, and watchOS",7.8,0.00985,Medium,No,Unknown
CVE-2023-41064,2023-09-11,Apple,"iOS, iPadOS, and macOS",7.8,0.85892,High,Yes,Unknown
CVE-2023-36761,2023-09-12,Microsoft,Word,6.5,0.07326,Medium,No,Unknown
CVE-2023-36802,2023-09-12,Microsoft,Streaming Service Proxy,7.8,0.78911,High,Yes,Unknown
CVE-2023-35674,2023-09-13,Android,Framework,7.8,0.00087,Medium,Yes,Unknown
CVE-2023-4863,2023-09-13,Google,Chromium WebP,8.8,0.94083,High,Yes,Unknown
CVE-2023-20269,2023-09-13,Cisco,Adaptive Security Appliance and Firepower Threat Defense,5.0,0.0088,Medium,No,Known
CVE-2023-26369,2023-09-14,Adobe,Acrobat and Reader,7.8,0.00563,Medium,No,Unknown
CVE-2021-3129,2023-09-18,Laravel,Ignition,9.8,0.94287,Critical,Yes,Known
CVE-2014-8361,2023-09-18,Realtek,SDK,9.8,0.93992,Critical,Yes,Unknown
CVE-2022-22265,2023-09-18,Samsung,Mobile Devices,5.0,0.00157,Medium,No,Unknown
CVE-2017-6884,2023-09-18,Zyxel,EMG2926 Routers,8.8,0.91063,High,Yes,Unknown
CVE-2023-28434,2023-09-19,MinIO,MinIO,8.8,0.46005,Medium,Yes,Unknown
CVE-2023-41179,2023-09-21,Trend Micro,Apex One and Worry-Free Business Security,7.2,0.02312,Medium,No,Unknown
CVE-2023-41993,2023-09-25,Apple,Multiple Products,8.8,0.21705,Medium,Yes,Unknown
CVE-2023-41992,2023-09-25,Apple,Multiple Products,7.8,0.01349,Medium,Yes,Unknown
CVE-2023-41991,2023-09-25,Apple,Multiple Products,5.5,0.0348,Medium,Yes,Unknown
CVE-2018-14667,2023-09-28,Red Hat,JBoss RichFaces Framework,9.8,0.89374,High,Yes,Unknown
CVE-2023-5217,2023-10-02,Google,Chromium libvpx,8.8,0.03459,Medium,Yes,Unknown
CVE-2023-4211,2023-10-03,Arm,Mali GPU Kernel Driver,5.5,0.00258,Medium,Yes,Unknown
CVE-2023-42793,2023-10-04,JetBrains,TeamCity,9.8,0.92913,Critical,Yes,Known
CVE-2023-28229,2023-10-04,Microsoft,Windows CNG Key Isolation Service,7.0,0.07158,Medium,Yes,Unknown
CVE-2023-22515,2023-10-05,Atlassian,Confluence Data Center and Server,9.8,0.94326,Critical,Yes,Known
CVE-2023-42824,2023-10-05,Apple,iOS and iPadOS,7.8,0.01364,Medium,No,Unknown
CVE-2023-40044,2023-10-05,Progress,WS_FTP Server,10.0,0.94449,Critical,Yes,Known
CVE-2023-44487,2023-10-10,IETF,HTTP/2,7.5,0.94394,High,Yes,Unknown
CVE-2023-21608,2023-10-10,Adobe,Acrobat and Reader,7.8,0.84723,High,Yes,Unknown
CVE-2023-20109,2023-10-10,Cisco,IOS and IOS XE,6.6,0.00576,Medium,No,Unknown
CVE-2023-41763,2023-10-10,Microsoft,Skype for Business,5.3,0.12665,Medium,No,Unknown
CVE-2023-36563,2023-10-10,Microsoft,WordPad,6.5,0.02473,Medium,No,Unknown
CVE-2023-20198,2023-10-16,Cisco,IOS XE Web UI,10.0,0.94013,Critical,Yes,Unknown
CVE-2023-4966,2023-10-18,Citrix,NetScaler ADC and NetScaler Gateway,9.4,0.94348,Critical,Yes,Known
CVE-2023-20273,2023-10-23,Cisco,Cisco IOS XE Web UI,7.2,0.92384,High,Yes,Unknown
CVE-2023-5631,2023-10-26,Roundcube,Webmail,6.1,0.84504,High,No,Unknown
CVE-2023-46748,2023-10-31,F5,BIG-IP Configuration Utility,8.8,0.04348,Medium,No,Unknown
CVE-2023-46747,2023-10-31,F5,BIG-IP Configuration Utility,9.8,0.94436,Critical,Yes,Known
CVE-2023-46604,2023-11-02,Apache,ActiveMQ,10.0,0.94436,Critical,Yes,Known
CVE-2023-22518,2023-11-07,Atlassian,Confluence Data Center and Server,9.8,0.94375,Critical,Yes,Known
CVE-2023-29552,2023-11-08,IETF,Service Location Protocol (SLP),7.5,0.92962,High,No,Unknown
CVE-2023-36847,2023-11-13,Juniper,Junos OS,5.3,0.94042,High,Yes,Unknown
CVE-2023-36851,2023-11-13,Juniper,Junos OS,5.3,0.15289,Medium,No,Unknown
CVE-2023-36845,2023-11-13,Juniper,Junos OS,9.8,0.94355,Critical,Yes,Unknown
CVE-2023-47246,2023-11-13,SysAid,SysAid Server,9.8,0.94345,Critical,Yes,Known
CVE-2023-36844,2023-11-13,Juniper,Junos OS,5.3,0.94302,High,Yes,Unknown
CVE-2023-36846,2023-11-13,Juniper,Junos OS,5.3,0.94226,High,Yes,Unknown
CVE-2023-36033,2023-11-14,Microsoft,Windows,7.8,0.00761,Medium,No,Unknown
CVE-2023-36025,2023-11-14,Microsoft,Windows,8.8,0.90288,High,Yes,Unknown
CVE-2023-36036,2023-11-14,Microsoft,Windows,7.8,0.01223,Medium,No,Unknown
CVE-2020-2551,2023-11-16,Oracle,Fusion Middleware,9.8,0.94412,Critical,Yes,Unknown
CVE-2023-36584,2023-11-16,Microsoft,Windows,5.4,0.15418,Medium,No,Unknown
CVE-2023-1671,2023-11-16,Sophos,Web Appliance,9.8,0.94296,Critical,Yes,Unknown
CVE-2023-4911,2023-11-21,GNU,GNU C Library,7.8,0.73037,High,Yes,Unknown
CVE-2023-49103,2023-11-30,ownCloud,ownCloud graphapi,10.0,0.94329,Critical,Yes,Unknown
CVE-2023-6345,2023-11-30,Google,Chromium Skia,9.6,0.01351,Medium,No,Unknown
CVE-2023-42916,2023-12-04,Apple,Multiple Products,6.5,0.00047,Medium,No,Unknown
CVE-2023-42917,2023-12-04,Apple,Multiple Products,8.8,0.00068,Medium,No,Unknown
CVE-2022-22071,2023-12-05,Qualcomm,Multiple Chipsets,8.4,0.00552,Medium,No,Unknown
CVE-2023-33106,2023-12-05,Qualcomm,Multiple Chipsets,8.4,0.0016,Medium,No,Unknown
CVE-2023-33063,2023-12-05,Qualcomm,Multiple Chipsets,7.8,0.0044,Medium,No,Unknown
CVE-2023-33107,2023-12-05,Qualcomm,Multiple Chipsets,8.4,0.00246,Medium,No,Unknown
CVE-2023-41265,2023-12-07,Qlik,Sense,9.6,0.92043,Critical,Yes,Known
CVE-2023-41266,2023-12-07,Qlik,Sense,8.2,0.94295,High,Yes,Known
CVE-2023-6448,2023-12-11,Unitronics,Vision PLC and HMI,9.8,0.1329,Medium,No,Unknown
CVE-2023-49897,2023-12-21,FXC,"AE1021, AE1021PE",8.8,0.37288,Medium,No,Unknown
CVE-2023-47565,2023-12-21,QNAP,VioStor NVR,8.0,0.85967,High,No,Unknown
CVE-2023-7101,2024-01-02,Spreadsheet::ParseExcel,Spreadsheet::ParseExcel,7.8,0.83314,High,No,Unknown
CVE-2023-7024,2024-01-02,Google,Chromium WebRTC,8.8,0.02901,Medium,Yes,Unknown
CVE-2023-23752,2024-01-08,Joomla!,Joomla!,5.3,0.94517,High,Yes,Unknown
CVE-2023-29300,2024-01-08,Adobe,ColdFusion,9.8,0.93799,Critical,No,Known
CVE-2016-20017,2024-01-08,D-Link,DSL-2750B Devices,9.8,0.93405,Critical,No,Unknown
CVE-2023-27524,2024-01-08,Apache,Superset,8.9,0.84085,High,Yes,Unknown
CVE-2023-41990,2024-01-08,Apple,Multiple Products,7.8,0.02687,Medium,No,Unknown
CVE-2023-38203,2024-01-08,Adobe,ColdFusion,9.8,0.94264,Critical,No,Known
CVE-2023-29357,2024-01-10,Microsoft,SharePoint Server,9.8,0.94356,Critical,Yes,Known
CVE-2023-46805,2024-01-10,Ivanti,Connect Secure and Policy Secure,8.2,0.94367,High,Yes,Unknown
CVE-2024-21887,2024-01-10,Ivanti,Connect Secure and Policy Secure,9.1,0.94412,Critical,Yes,Unknown
CVE-2018-15133,2024-01-16,Laravel,Laravel Framework,8.1,0.86029,High,Yes,Unknown
CVE-2023-6549,2024-01-17,Citrix,NetScaler ADC and NetScaler Gateway,8.2,0.77008,High,No,Unknown
CVE-2023-6548,2024-01-17,Citrix,NetScaler ADC and NetScaler Gateway,5.5,0.06511,Medium,No,Unknown
CVE-2024-0519,2024-01-17,Google,Chromium V8,8.8,0.00468,Medium,Yes,Unknown
CVE-2023-35082,2024-01-18,Ivanti,Endpoint Manager Mobile (EPMM) and MobileIron Core,9.8,0.94423,Critical,Yes,Known
CVE-2023-34048,2024-01-22,VMware,vCenter Server,9.8,0.93065,Critical,No,Unknown
CVE-2024-23222,2024-01-23,Apple,Multiple Products,8.8,0.00216,Medium,No,Unknown
CVE-2023-22527,2024-01-24,Atlassian,Confluence Data Center and Server,9.8,0.94363,Critical,Yes,Known
CVE-2022-48618,2024-01-31,Apple,Multiple Products,7.0,0.00167,Medium,No,Unknown
CVE-2024-21893,2024-01-31,Ivanti,"Connect Secure, Policy Secure, and Neurons",8.2,0.94319,High,Yes,Unknown
CVE-2023-4762,2024-02-06,Google,Chromium V8,8.8,0.48353,Medium,Yes,Unknown
CVE-2024-21762,2024-02-09,Fortinet,FortiOS,9.8,0.92965,Critical,Yes,Unknown
CVE-2023-43770,2024-02-12,Roundcube,Webmail,6.1,0.73059,High,Yes,Unknown
CVE-2024-21351,2024-02-13,Microsoft,Windows,7.6,0.0953,Medium,No,Unknown
CVE-2024-21412,2024-02-13,Microsoft,Windows,8.1,0.93785,High,Yes,Unknown
CVE-2024-21410,2024-02-15,Microsoft,Exchange Server,9.8,0.02444,Medium,No,Unknown
CVE-2020-3259,2024-02-15,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),7.5,0.7015,High,No,Known
CVE-2024-1709,2024-02-22,ConnectWise,ScreenConnect,10.0,0.94322,Critical,Yes,Known
CVE-2023-29360,2024-02-29,Microsoft,Streaming Service,8.4,0.2211,Medium,Yes,Unknown
CVE-2024-21338,2024-03-04,Microsoft,Windows,7.8,0.78301,High,Yes,Known
CVE-2023-21237,2024-03-05,Android,Pixel,5.5,0.00703,Medium,No,Unknown
CVE-2021-36380,2024-03-05,Sunhillo,SureLine,9.8,0.93643,Critical,No,Unknown
CVE-2024-23296,2024-03-06,Apple,Multiple Products,7.8,0.00082,Medium,No,Unknown
CVE-2024-23225,2024-03-06,Apple,Multiple Products,7.8,0.00104,Medium,No,Unknown
