domain,MX_found,SPF,SPF_valid,SPF_secure,DMARC,DMARC_valid,DMARC_secure,DKIM,DKIM_selector,DKIM_valid,DNSSEC_signed
mpa.gov.br,True,v=spf1 mx ip4:201.57.198.128/25 include:spf.protection.outlook.com include:spf.messagelabs.com a:smtp-relay-aws.agro.gov.br -all,True,True,v=DMARC1; p=reject; rua=mailto:abuse@agro.gov.br; ruf=mailto:abuse@agro.gov.br; sp=reject; fo=0,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDEsuUjNRWkuYBhhIgBrG0YJh5OqqvvT7qfikk8riiczv7U11WnkJ0AUCkwe+Aco3adBsyDQui+FyKgc0lIMJbo14MbNMMVHnnhjT3qc3mRdmAB4DvevpVi/HAe/vm0YYu2d6360PBhlyIBgaKTZnJezPV8Td4+291TFoa7gQN/ewIDAQAB,mpa,True,True
mpdf.gov.br,False,,False,False,,False,False,,,False,False
mpdft.gov.br,False,,False,False,,False,False,,,False,False
mpes.gov.br,False,,False,False,,False,False,,,False,False
mpf.gov.br,False,,False,False,,False,False,,,False,False
mpm.gov.br,False,,False,False,,False,False,,,False,False
mpor.gov.br,True,v=spf1 ip4:200.198.212.163/32 ip4:200.198.212.164/32 ip4:200.198.212.165/32 ip4:200.198.212.119/32 ip4:200.198.212.186/32 ip4:161.148.21.220/32 ip4:161.148.21.192/26 ip4:161.148.50.192/26 ip4:191.235.125.23/32 include:spf.protection.outlook.com -all,True,True,"v=DMARC1; p=quarantine; rua=mailto:abuse@mpor.gov.br, mailto:dmarc@mpor.gov.br; pct=100; adkim=s; aspf=s",True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA3MquJfq+rQk/rDZk0JbkTZfT/xWTd8MJXmPaVNHLqOPvmj8e4UgSW/MZCn7+tSrR+lgLxXTq0f8bxr8KaTqtFD/jRSE6HPCOG6p2gToCuqK83Cv0b/MtqCVYfzTDaaekiBw5m7VwHPFd6sGVaVVOB8YI2spycAmbFiP7yMRxZKGaOGGKo4bSfsiJe7mP9vS1x"" ""ZYiOtXUgXrigv6eD/Sm4/gdkpj3r/+qHni3ABr8qcB5nyuJWzFDpEz80oJnpo34tBqy2gCc8NN9qR5O8fCUe/MQaWXOE+ffaFpyTG7gDTdvvP9PU8LysLlrBDLnIMg2f7IxupctHq4WatUDcm+cAQIDAQAB;",selector1,True,True
mps.gov.br,True,v=spf1 ip4:161.148.21.192/26 ip4:161.148.50.192/26 ip4:200.152.40.96/32 include:spf.protection.outlook.com include:spf.mlicloud.com -all,True,True,,False,False,,,False,True
mpt.gov.br,False,,False,False,,False,False,,,False,False
mpu.gov.br,False,,False,False,,False,False,,,False,False
mre.gov.br,True,v=spf1 ip4:189.85.94.116/32 -all,True,True,v=DMARC1; p=quarantine; rua=mailto:lista.dmarc@itamaraty.gov.br; ruf=mailto:lista.dmarc@itamaraty.gov.br; fo=1; pct=100,True,True,v=DKIM1; k=rsa; h=sha256; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCVvRoS+BU+HawjpcA8d5krJKcyo730AGlSrHKnXKXoftMxOJE5fm6RldXihBiXujXe/zZSC72Mk3jgOQrqggbfzO1Jtfn2OAksVydXAjltpZlPcfYgH86FRNeb5yNPppagq+P1X+KlvCQRiJKMFOjclk4rgETgAbUAcEK/MfxmcwIDAQAB,selector1,True,True
ms.gov.br,True,v=spf1 ip4:187.86.226.66 ip4:187.86.227.66 ip4:187.86.227.67 ip4:187.86.226.147 ip4:187.86.226.146 ip4:187.86.227.149 ip4:187.86.227.150 ip4:187.86.227.151 ip4:187.86.226.203 -all,True,True,v=DMARC1; p=none; rua=mailto:internet@fazenda.ms.gov.br,True,False,v=DKIM1; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDJUHAronm0OeCQSmQOqm/pzhKgL6Vu8fjUDTaxMA0YaSbhc966+MSYrfglLx1HPMXFVm6IifC1XbRuEnMh2M4Duw5RahJqOAOa+5jMZuEk1lvWnxX5ENYnamJnVoRuEt+91ft5kVormtpymwLfDeckF/0f9LWlmd81TMhF61rTgwIDAQAB; t=s,dkim,True,False
msp.gov.br,True,,False,False,,False,False,,,False,False
mt.gov.br,True,v=spf1 include:_spf.mt.gov.br include:_spf.google.com ~all,True,True,v=DMARC1; p=none;,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCIhTWQ1KgPxogalDRrNhSUjWozqmcqDVHZ5rUthaYS/H6oj4+S6L7LgZEW7VBSl57O89MI5Z3X9T7B62ibRIUtsZEq9SaBmw/XNUa5GzazJUem5ZsTyXx4nzhOvrLkPgs+/kIfYFlqVefrPS2Z+Txl8HZZp31WGYqytTizSknF7QIDAQAB,google,True,False
mte.gov.br,True,v=spf1 a mx ip4:187.45.183.227 ip4:186.227.197.37 ip4:187.108.197.186 ip4:187.108.197.187 ip4:187.108.197.244 ip4:187.108.197.245 ip4:187.108.197.246 ip4:187.108.197.247 include:spf.protection.outlook.com include:spf.mlicloud.com ~all,True,True,v=DMARC1; p=quarantine; sp=quarantine; pct=100; adkim=s; aspf=s; rua=mailto:postmaster@mte.gov.br; ruf=mailto:postmaster@mte.gov.br; fo=1,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC9Se1BRaj+WWFxOrFeJv7q8is9lWvr1zBzDK1T9XYhPbawUnc73bW+h5/KKORkfcdIOFdkrn/CwP/PGSlpU5599Iv/eXMN66t+WLWliiyN4c/3kisPLLk2MtTC0HmQ+5oRg+DUTA5qk/8FEYB2THwMJdc2as2lgs154pRC913UmQIDAQAB,default,True,True
mtecbo.gov.br,False,,False,False,,False,False,,,False,False
mtp.gov.br,True,v=spf1 a mx ip4:187.45.183.227 ip4:186.227.197.37 ip4:187.108.197.186 ip4:187.108.197.187 ip4:187.108.197.244 ip4:187.108.197.245 ip4:187.108.197.246 ip4:187.108.197.247 include:spf.protection.outlook.com include:spf.mlicloud.com ~all,True,True,v=DMARC1; p=quarantine; sp=quarantine; pct=100; adkim=s; aspf=s; rua=mailto:postmaster@mtp.gov.br; ruf=mailto:postmaster@mtp.gov.br; fo=1,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDw/J+elt/AHOfbybvYvmNgdSbnaU+l9hqD0vUSYGYPhDXgS1+GDzvzHr1r0uXCUQAX4d4mJOaeCOvFD8xFaRNc+lQh5I90qqqNHdZAmm2o4KmdU5xCClTyNW5pNxOJqVtoepmodGfd7+O+36bMoqvsGrT2VZYxMUQCuc83q7NWbQIDAQAB,default,True,True
mtps.gov.br,True,,False,False,,False,False,,,False,True
mtur.gov.br,False,,False,False,,False,False,,,False,False
mulheres.gov.br,True,v=spf1 a mx ip4:200.198.218.102/32 ip4:200.152.40.96/32 include:spf.protection.outlook.com include:spf.tmes.trendmicro.com include:spf.serpro.gov.br -all,True,True,v=DMARC1; p=none; rua=mailto:dmarc@mulheres.gov.br;,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAp+9yxzR3zqMApkvNjHDGM7YXU8SjtwqiQ5TGVJ76fb9V5gfOON9lnwrXmykc2Gcd2fT7X1SOWk87sdE7KD4L0JUT0PeKVUGxjtcRcWfqQA0WQW7WA4hAAPE+Lwo7sAUHDEAdCmKD89MBD+TQAT+GgcHUuQWKIWPk++kDB9+4XsR9aBSsFn2i04vydbbvzrbB+"" ""okduBzSyGU+9eZ/9glV+D7cH+FWwUrCGyu/0CVPeXYI39DesXe+PT81p480NPwlYoTYGwZFwybBXcxHsVtgaP8gRGP1qlWr8xmAJz9QgD+7zUrrnKmkvHyxNGhnevvPClmpSeIEw9GqUYhRarxDOQIDAQAB;",selector1,True,True
mulhergoverno.gov.br,False,,False,False,,False,False,,,False,False
museudainconfidencia.gov.br,True,v=spf1 -all,True,True,v=DMARC1; p=reject;,True,True,,,False,True
museudebiologiamelloleitao.gov.br,True,v=spf1 include:_spf.locaweb.com.br ?all,True,False,v=DMARC1; p=none;,True,False,,,False,False
museudoindio.gov.br,True,v=spf1 include:_spf.fireeyecloud.com include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=none; rua=mailto:webmaster@museudoindio.gov.br,True,False,,,False,False
museus.gov.br,True,v=spf1 a mx ip4:177.69.150.181 ip4:101.44.203.31 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=none; rf=afrf; sp=none; fo=1,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuM2QdUoLeW88YGCE6b71iCUa3LzQpZJlwT+ATtLkgfdrrzA9nWDeQm83Veiqws0Aiv7xdDeIC4M3ssucS8uKy4M6KDQkarwekIQmCmc1WH8HzbYgHi6G8CUhoZgjWaFNvNh3UqJHRan/ATwPWAGMpku+fCPRGYRwjGemBNRFiSO+GTBNw9fXY6hCXvRjzC0EG"" ""RnmEheGi5Tkd1tEjToKI6Ol8sXPubVoHcvlE6UFvbKO4q/nUb2yxi3zjL59CNkeBx/oVIAYSv8V8cz3nqpAQT5XpFFISnyUq0MB9zM7jN/mrks6OjoDI/ASOA91EMRP/FKY69e9Neg3pTg64mhtgQIDAQAB;",selector1,True,False
navbrasil.gov.br,True,v=spf1 include:spf.protection.outlook.com -all,True,True,,False,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA6y3icZtRnW34OFLYIjT9lO5cUf5WQOnOnWyUztr+1rOo0H1SJufTHaHpNxk+DTZnPnyWgpNcc2IkYxSChzKtWig49lBCzCmKq8fnE2daKbuP8fL43dejWleXYk19nFxYA8LhbSs32M92DM4sxT36bA87UPVfE+OgG0HztPvPZSKs/wG7+Zc1WUDr2PxRR35Kh"" ""AS7hIizNgHfgVaaoFyyGcy+u7tUwL7fTOP/BGRuoEDRNkVCEK4Lxi7L1waeQ4dOSIObgkE9PyzOvVmBB/J2IEgnjlbMX+YF+5WqLXmfK9vTE8n7SFuUToF4hBJBlFa4V1RyJQc/5bZ6Yc6qDvIIfQIDAQAB;",selector1,True,False
nbr.gov.br,True,v=spf1 a mx ptr ip4:201.57.198.52/25 ip4:189.9.0.56/26 -all,True,True,,False,False,,,False,False
netgoverno.gov.br,False,,False,False,,False,False,,,False,False
netminas.gov.br,False,,False,False,,False,False,,,False,False
nfse.gov.br,False,,False,False,,False,False,,,False,False
niteroi-artes.gov.br,True,v=spf1 a mx include:websitewelcome.com ~all,True,True,,False,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvbEhlueM+NT8WykB/W2sENVyCIcwiXTcgXvlyBi9d/uY6XFSjMzkwB/RWN7QQ+AFHVnVHsJDT4km0NPDzmqQ1t8jBTyv/NeN0qYg894VpUNix2YyxQ2bt7jeEkWIW2M0IZT8Co1iQRDW8kBn44TXhnGhzepifjbm9OnFnpoygmuRWsY3LNrlu6/lnpdrbXAG4"" ""gxPOvVsGQBVGt6f1eOxb3wNOTkyu1aMO6Y0/H2hzMTXy6jkCtBBQjGHqYrgIK7zfwZfBlAKk9+G/aV8h0ltmTLLZ5k46hUCk/DWQW+56PVmNcIeCBb07PfYqZeB/0kngu5Rn1Lrf1VdUjJbWEM5hwIDAQAB;",default,True,False
nordestedigital.gov.br,False,,False,False,,False,False,,,False,False
nordesteeletronico.gov.br,False,,False,False,,False,False,,,False,False
nordestenegocios.gov.br,False,,False,False,,False,False,,,False,False
normas.gov.br,False,,False,False,,False,False,,,False,False
noticias.gov.br,False,,False,False,,False,False,,,False,False
novoaeroportorecife.gov.br,False,,False,False,,False,False,,,False,False
nuclebras.gov.br,True,,False,False,,False,False,,,False,False
nuclep.gov.br,True,v=spf1 ip4:177.234.154.154 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; rua=mailto:suporte@nuclep.gov.br;,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC+7QDKW+7YPoKRVba9gcKfRWftQJExgp95OyuYn9+pv5dak2hkZibDGdZFTWne/t5gJ+P2K/4x9ZksZuR5XEBEhKq9kuR7T1JK+TMUd/9VbYdZDelzYQdCOMGlmkPaiXuzjkuQox3ygH+ToWUOOCZrq152y+NvrWS5unq0zadz+QIDAQAB;,selector1,True,False
nuvem.gov.br,False,,False,False,,False,False,,,False,False
obrasnet.gov.br,False,,False,False,,False,False,,,False,False
observatorioapl.gov.br,True,,False,False,,False,False,,,False,False
observatoriodegenero.gov.br,False,,False,False,,False,False,,,False,False
oconsumidor.gov.br,False,,False,False,,False,False,,,False,False
odmbrasil.gov.br,False,,False,False,,False,False,,,False,False
odsbrasil.gov.br,False,,False,False,,False,False,,,False,False
officebankingsocial.gov.br,False,,False,False,,False,False,,,False,False
opeixeeaartedepescar.gov.br,False,,False,False,,False,False,,,False,False
orcamento.gov.br,False,,False,False,,False,False,,,False,False
orcamentofederal.gov.br,False,,False,False,,False,False,,,False,False
ouvidoria.gov.br,False,,False,False,,False,False,,,False,False
ouvidoriadoservidor.gov.br,False,,False,False,,False,False,,,False,False
ouvidorias.gov.br,False,,False,False,,False,False,,,False,False
pa.gov.br,True,v=spf1 ip4:177.74.11.51 ip4:177.74.11.52 ip4:177.74.11.53 ip4:177.74.11.54 a:colab-mta-ext-01.pa.gov.br a:colab-mta-ext-02.pa.gov.br a:colab-mta-int-01.pa.gov.br a:colab-mta-int-02.pa.gov.br ~all,True,True,,False,False,,,False,True
pac.gov.br,False,,False,False,,False,False,,,False,False
pactointegrador.gov.br,False,,False,False,,False,False,,,False,False
paineis.gov.br,False,,False,False,,False,False,,,False,False
palmares.gov.br,True,v=spf1 ip4:200.198.213.135 ip4:200.198.213.136 ip4:200.198.213.137 ip4:209.126.109.83 ip4:190.103.160.30 ~all,True,True,v=DMARC1;p=reject;rua=mailto:dmarc@palmares.gov.br;pct=100;ruf=mailto:dmarc@palmares.gov.br;fo=0:d:s;aspf=s;adkim=s;,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC8giU/DZZ2QwsLE1re4faFJoMQ7E+dIrtvW122uWpXjiheuGIoLHZsyN/cupd0/GZoZJHlhfVjgx5mxkYRfM0Cy8i7I9Z8Zdg2SWwqQOQqo0ocZPTUSppC0pztazzPDptn8NMn3j4rYPQLgj3xgB2r8wSo5s/18yE8eU6m6LpKjwIDAQAB,default,True,False
parana.gov.br,False,,False,False,,False,False,,,False,False
paranaeleitoral.gov.br,False,,False,False,,False,False,,,False,False
participa.gov.br,True,v=spf1 ip4:170.246.252.0/23 -all,True,True,,False,False,,,False,False
participabrasil.gov.br,False,,False,False,,False,False,,,False,False
patriavoluntaria.gov.br,False,,False,False,,False,False,,,False,False
patrimoniodetodos.gov.br,False,,False,False,,False,False,,,False,False
pb.gov.br,True,,False,False,,False,False,,,False,False
pbh.gov.br,True,v=spf1 ip4:201.54.208.104 ip4:201.54.223.117 ip4:201.54.216.117 ip4:201.54.210.39 ip4:201.54.210.44 ip4:201.54.213.83 ip4:201.54.213.84  include:_spf.google.com  ~all,True,True,v=DMARC1; p=reject; adkim=r; aspf=r; rua=mailto:gsmr@pbh.gov.br,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC0OgDHYuV6f8GD+7WvolUSquv05xVFrjAoJKe2rmA2RvCYW0Gcpbf3zpZTwhqqOnoDQXBhTfntD7G3K42K0uNmLYeobgaIJKCpgIfebYmguHk6blxz7jnFzm1BrS489QxgDKvPdDM2RLADAR4KDLGPwwlj4c2+3AC9SwvzlbbjuQIDAQAB,pbh,True,False
pe.gov.br,True,v=spf1 ip4:200.238.112.93/32 ip4:200.238.107.120/32 ip4:200.238.64.78/32 mx a include:_spf.google.com -all,True,True,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc-report@ati.pe.gov.br; ruf=mailto:dmarc-error@ati.pe.gov.br; adkim=s; aspf=s; fo=1,True,True,,,False,False
pen.gov.br,False,,False,False,,False,False,,,False,False
pensesimples.gov.br,False,,False,False,,False,False,,,False,False
pernambuco.gov.br,False,,False,False,,False,False,,,False,False
pesquisa.gov.br,False,,False,False,,False,False,,,False,False
pessoacomdeficiencia.gov.br,False,,False,False,,False,False,,,False,False
peticaoeletronica.gov.br,False,,False,False,,False,False,,,False,False
petrobras.gov.br,False,,False,False,,False,False,,,False,False
pf.gov.br,True,v=spf1 include:spf.protection.outlook.com ip4:200.169.41.28 ip4:200.169.41.29 ip4:200.169.42.16 -all,True,True,v=DMARC1; p=none; pct=100; rua=mailto:rua@pf.gov.br; ruf=mailto:ruf@pf.gov.br; fo=1,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCVxrEwNTiJwSClJBbVl0uZnzD4k7CTmuhJYrfwZWjCdIb4Zo4XD0f16xhIyGjxaLtJ8sWYLgEghTjIhOrP/60WODaEHLk8znyiUuQs93ul+GofYT8sL5npSj+z49eLjd2p/jUE4RhmhRyAGK0iL9c6TULqr9pyVEaqeQvFtY5ukQIDAQAB;,selector1,True,False
pgfn.gov.br,True,v=spf1 ip4:161.148.172.0/22 ip4:161.148.21.192/26 ip4:161.148.50.192/26 ip4:200.152.40.96/32 include:_spf.google.com -all,True,True,v=DMARC1; p=quarantine; sp=quarantine; aspf=r; pct=100; rua=mailto:cgti.pgfn@pgfn.gov.br; ruf=mailto:cgti.pgfn@pgfn.gov.br,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCsPwpZwjG+IznRgKdA3w9eQ2IGx3SIeqvOAG/M2Rp7gTqSvkYnyhV60YqU0jcfdIXqzLfu+VEEUoL05YUlZPhP3gWk//DKsyGxE5UvocZmWEZ7PHPVSpyRAlZ2sQVpiCU6TnyeSLvPup5LcFbbuVw+y0FailKExUlBVh1m1cJlIQIDAQAB,default,True,False
pgi.gov.br,False,,False,False,,False,False,,,False,False
pgr.gov.br,False,,False,False,,False,False,,,False,False
pi.gov.br,True,v=spf1 mx a:zmta.pi.gov.br -all,True,True,v=DMARC1; p=quarantine; rua=mailto:admin@ati.pi.gov.br; ruf=mailto:admin@ati.pi.gov.br; sp=quarantine,True,True,"k=rsa; t=s; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAr0EUJpfYOl+EACb1SJSYnOawKbecFJGb1s8u7vLC9HrnbMiy8Nz6fk0bK39BbFCtdTC3Rc5bx25JUpeLEu061P+Vc1mEQZos1hLeYZKBmX3nitNHFNrRYtai8T9SvHKzxlhhsOmqgpwAGT7lTgPgTqMmzIZ70sd32smDoeb0mJ1JrjQPXXrSEqSebNLVnbuSM+z0j"" ""b22yUPJ0tF5a+i4GYSgxREhR3oQKNTl3QJWOmyWcN6GRoXTvxgn9SyFQFHfL24QekkwrnmEJ0Kr/iicOuVaOi8Imv6DnlAj115KVLTvVKSkXK070Zni30FQv6cN7KprKwi3LTR6nlbcQAHiaQIDAQAB",s2,True,True
pimentalonga.gov.br,False,,False,False,,False,False,,,False,False
planalto.gov.br,True,v=spf1 ip4:170.246.252.0/22 -all,True,True,,False,False,,,False,True
planejamento.gov.br,True,v=spf1 ip4:161.148.21.192/26 ip4:161.148.50.192/26 ip4:200.152.40.96/32 include:spf.protection.outlook.com include:spf.mlicloud.com -all,True,True,v=DMARC1; p=quarantine; pct=5; rua=mailto:dmarc@planejamento.gov.br; ruf=mailto:dmarc@planejamento.gov.br; fo=1;,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC3shuayau3WmxKet8LnkfHlrBO9Nyew7JsLzvfIQvp+weMb8x36KHmyW56DTiG2J0+ErDlNPdvLqnozE1f+/FB3HI+D7GnrsmE+wHI9Juz3zojEH9BxtkqU3dyji3YzPzFGvyDUlNTJ8v4Css0k2ipM9a3asJI/lOfZ9mCoRSXAQIDAQAB,default,True,True
planejamentoterritorial.gov.br,False,,False,False,,False,False,,,False,False
planobrasil.gov.br,False,,False,False,,False,False,,,False,False
plataformamaisbrasil.gov.br,False,,False,False,,False,False,,,False,False
plenarinho.gov.br,True,v=spf1 ip4:200.219.132.0/22 -all,True,True,,False,False,,,False,True
pmss.gov.br,False,,False,False,,False,False,,,False,False
pncp.gov.br,False,,False,False,,False,False,,,False,False
policiafederal.gov.br,False,,False,False,,False,False,,,False,False
portal.gov.br,False,,False,False,,False,False,,,False,False
portalbrasil.gov.br,False,,False,False,,False,False,,,False,False
portalchina.gov.br,False,,False,False,,False,False,,,False,False
portalcofen.gov.br,False,,False,False,,False,False,,,False,False
portalconsular.gov.br,False,,False,False,,False,False,,,False,False
portalcoren-rs.gov.br,True,v=spf1 mx a ip4:178.238.225.65 ip4:65.109.111.240 include:spf.homemurbano.com.br include:_spf.google.com include:apps.homemurbano.com.br ~all,True,True,v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s;,True,True,v=DKIM1; p=,portalcoren-rs,True,True
portaldajustica.gov.br,False,,False,False,,False,False,,,False,False
portaldasaguas.gov.br,False,,False,False,,False,False,,,False,False
portaldatransparencia.gov.br,False,,False,False,,False,False,,,False,False
portaldoconsumidor.gov.br,True,,False,False,,False,False,,,False,False
portaldoempreendedor.gov.br,False,,False,False,,False,False,,,False,False
portaldoinvestidor.gov.br,False,,False,False,,False,False,,,False,False
portalfederativo.gov.br,False,,False,False,,False,False,,,False,False
portalgoverno.gov.br,True,v=spf1 include:_spf.mx.cloudflare.net ~all,True,True,,False,False,,,False,True
portaljt.gov.br,False,,False,False,,False,False,,,False,False
portalmaisbrasil.gov.br,False,,False,False,,False,False,,,False,False
portalpadrao.gov.br,False,,False,False,,False,False,,,False,False
portalpamse.gov.br,False,,False,False,,False,False,,,False,False
portalsiscomex.gov.br,False,,False,False,,False,False,,,False,False
portaltransparencia.gov.br,False,,False,False,,False,False,,,False,False
portodesantos.gov.br,True,v=spf1 include:spf.protection.outlook.com include:brssz.com.br -all,True,True,v=DMARC1;p=quarantine;sp=quarantine;adkim=s;aspf=s;pct=100;fo=0;rf=afrf;ri=86400;rua=mailto:xxxxx@portodesantos.gov.br;ruf=mailto:xxxxx@portodesantos.gov.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1dxT8aLEU9XBJX50haTf5OFSYTAoQwHtOH+GRsYYTcJwVjWKD2mIpd+//46D1ajmszVqJiB1FHI5N1zz3N6OucDz8wggm3UgGQKBK6x2nIA0zRHqzpYAfoQrdXRRlJa/FTVvsoF5UYC4HDDORV6+rxSx8j3qwSlcwJKi38dq6UywwoCt2McBbC2r0BGbgQZ5E"" ""3gRLqXIobZJ0BrShScaVIfOV+FY6JQq++vkcYLEiQPk9DWamM/MbfgBEPNFkCHkPno/ZXCFt2ta8IWf5QcvOFRNJeug/bUzwccFJ6FE639ghVspMe+Qbhc6Ds+DezanA5b6mhi6SL+23BKjhvBCbQIDAQAB;",selector1,True,True
portodevitoria.gov.br,True,,False,False,,False,False,,,False,False
portosempapel.gov.br,False,,False,False,,False,False,,,False,False
portosrio.gov.br,True,v=spf1 ip4:186.227.62.162 ip4:186.227.62.165 ip4:200.225.198.241 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=reject; rua=mailto:ti.alertas@portosrio.gov.br; ruf=mailto:ti.alertas@portosrio.gov.br; fo=1; sp=reject; np=reject,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvZrbdluINmBhxWWtavOtwWpLiObuXwmOk29mmGrDT9hqHfyTioUHTkNYG0UL4bQBi7j8YU6isqqnI/r/pTEi81RqXVazvMnsB1CA1RmLRknWW6h91O/mDJ5y94uCz6Oz0h3/QsEjBRIDt5eDuw+94mmdqdrar4coOgAsD+8BMRirPv4iRplSVcVulCe2ujxF3"" ""CVEUhvj5nRfs8gZ20bg7aCQi1N3oCTHWnHZveMb5maZZYuVNrkbh605YzjLIHVbVeqljnkUhkvzQU92BTxHQk7YQHl0Y+M+IaJSVz3w4UBvN5WnWy6tAuz562J1G0NVqdhu/ZToVNz+QPQur+OqqQIDAQAB;",selector1,True,True
postal.gov.br,False,,False,False,,False,False,,,False,False
povosindigenas.gov.br,True,v=spf1 a mx ip4:77.136.253.57 ip4:131.100.228.225 ip4:186.227.197.37/32 ip4:187.45.183.227/32 ip4:161.148.50.192/26 ip4:161.148.21.192/26 ip4:187.108.197.128/25 ip4:200.152.40.96/32 include:spf.mlicloud.com include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; pct=5; rua=mailto:dmarc@povosindigenas.gov.br; ruf=mailto:dmarc@povosindigenas.gov.br; fo=1,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDE7YkxOvIxuuyWxO1aiCFE0crsbbdIADy+z9v9Tp7dmnEZpuy6ytkeHIQblnIhSpG5y6NcpTZ8tRDSeCZPjli+Sp/9bKvYJVNf22cHzmU6FwJaKJrhSYfRJ205LsAeHKeQI7mcNcSVchQtMQfFhiuF6ob+6Kt63EqpJmlcjDafZwIDAQAB,default,True,True
ppi.gov.br,False,,False,False,,False,False,,,False,False
ppsa.gov.br,True,v=spf1 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@ppsa.gov.br;ruf=mailto:dmarc@ppsa.gov.br,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC/QId7ZQVXpdqAPmWDrv/B5lTYYov3x9QssjLCjoEjZUowXKA53xm7iaUqohhvm+yYr/7oxqJSDkVtP2kFMRoebHGbXsZDAjYFiECdR8t+93aEQ7Y+XZmF2nz6B+ub4qtC1HZqrUEz5LEnNJlVVRhXgBJUb+WKDn7es67NNS1dwQIDAQAB;,selector1,True,True
pr.gov.br,True,v=spf1 include:_spf.celepar.pr.gov.br include:_spf.google.com ~all,True,True,v=DMARC1; p=reject; sp=none; fo=1; rua=mailto:dmarc@pr.gov.br; ruf=mailto:dmarc@pr.gov.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAtdldyRHI3o0WJD4WhTUzkcQ55GGzf7RYfHCQsJVQLT+x6frq+jjMI4QvxPBLuTkjsWsoO/1pUeSg6rMLhKBXSckO+kK7PnL6npHlRtSgaXGc4aG9FIDWtoWigPJd7WyhhCI+/ksNxvJ2EeOieZcbhKZraEll7juJcId1zBMPFhnr88MG+wFiaWJveUc8DhjwN"" ""bBaIjoNAwsUh4HTrPlLj3WK8n7P9q7MnzEisTR6mKMNU4eEUA1Pw5VPsHEXnlJYTvfuhyWSS0qxUIr2IcMlnk5cLfy8P4tUD1Q5DRZQXDvNuoeJwOyLBHVRUZMqLI0v8P6QiKcRODPSSgaPOeBDxQIDAQAB",google,True,False
pracasdopac.gov.br,False,,False,False,,False,False,,,False,False
prap.gov.br,False,,False,False,,False,False,,,False,False
premio-e.gov.br,False,,False,False,,False,False,,,False,False
premioconservacaoenergia.gov.br,False,,False,False,,False,False,,,False,False
preps.gov.br,False,,False,False,,False,False,,,False,False
