post_title,country,website,group_name,activity,activity_classified,used_fallback,published,discovered,screenshot,post_url
novafp.com,BR,novafp.com,dragonforce,Professional Services,Manufacturing Industry,False,2026-04-14 12:47:20.655414,2026-04-14 13:00:37.396562,https://images.ransomware.live/victims/f17b7e53a2c08ce9d193f5b79376f9e9.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=abf898a3-5883-4657-a4f0-a336b44a231e
advprograms.com,US,advprograms.com,dragonforce,Technology,Information Technology,False,2026-04-14 12:42:39.130424,2026-04-14 13:02:19.162882,https://images.ransomware.live/victims/7ba901e86e95ffbf6ccb47b6fd1f6a3c.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=83b95c5a-633b-4f5d-9309-8aa68a611bcf
imadesign.com,US,imadesign.com,dragonforce,Professional Services,Construction and Engineering,False,2026-04-14 12:34:15.504885,2026-04-14 13:03:56.286063,https://images.ransomware.live/victims/5d53f46fa94e9ede4b33ae515a5b6640.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=9b6e3e04-9791-4e93-ad79-beb5974076ce
tremcar.com,CA,tremcar.com,dragonforce,Transportation,Transportation,True,2026-04-14 12:29:46.794975,2026-04-14 13:05:06.722049,https://images.ransomware.live/victims/43fd2f2dc78bd2ddbb6e5e6ecda65b91.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=8db5a061-8ab7-446a-9c8e-c00b77adf62c
gtlcompany.com,US,gtlcompany.com,dragonforce,Professional Services,Research and Development,False,2026-04-14 12:23:04.475669,2026-04-14 13:06:15.741556,https://images.ransomware.live/victims/22250f916ec06ac97d48b1f5d74a0b94.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=c47d2fb2-1f75-422f-ba73-d89a787826a3
graphicinfo.com,US,graphicinfo.com,dragonforce,Professional Services,Professional Services,True,2026-04-14 12:18:40.401174,2026-04-14 13:07:39.538933,https://images.ransomware.live/victims/47b307b0fd2c25f418a479c81bd7e176.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=c64d7c32-4781-4cb0-9415-08581b25281d
milliondollarbabyco.com,US,milliondollarbabyco.com,dragonforce,Retail & E-Commerce,Manufacturing Industry,False,2026-04-14 12:11:36.225526,2026-04-14 13:09:08.388230,https://images.ransomware.live/victims/cfc0717cca9d39e59dbfba59d676763f.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=04a980e8-5299-465c-bf27-621fa02e8daf
BK Tomorrow,US,bktomorrow.com/en,nightspire,Not Found,Not Found,True,2026-04-02 00:00:00,2026-04-14 13:43:14.787158,,
ServiceMaster Clean services,US,servicemasterclean.com,akira,Retail & E-Commerce,Retail & E-Commerce,True,2026-04-14 00:00:00,2026-04-14 14:07:30.140920,,
tulsachamber.com,US,tulsachamber.com,dragonforce,Professional Services,Professional Services,True,2026-04-14 13:09:57.393546,2026-04-14 14:14:08.799109,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=407fd775-a942-4759-ab2b-ddd81b5932cc
breslinbuilders.com,US,breslinbuilders.com,dragonforce,Manufacturing,Manufacturing Industry,True,2026-04-14 13:02:34.322991,2026-04-14 14:15:32.964223,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=fcfc9d37-cabe-44dd-9c33-ba7ccd1e7f4d
Some 0APT false claims,,some 0apt  false claims,krybit,Not Found,Not Found,True,2026-04-14 14:33:29.481639,2026-04-14 14:33:42.878765,https://images.ransomware.live/victims/9b369163af6edf043b131b5ff43ef48e.png,http://krybitxdpxohsmjooeb3gbgpmdddreh6mnflzac6bnezz74b7yje67yd.onion/blog/9f0cdb3a132b8c6cbd7e2edace269a145da2fcb8ee744931c4e7bdf61180bcd2/
secran.com.br,BR,secran.com.br,krybit,Professional Services,Business Services,False,2026-04-14 14:34:05.666240,2026-04-14 14:34:18.238952,https://images.ransomware.live/victims/79f236929259d7e24fdde9343dc6455f.png,http://krybitxdpxohsmjooeb3gbgpmdddreh6mnflzac6bnezz74b7yje67yd.onion/blog/59817f58a05bc6e9720a72bfca2c7857539f7a9ee0e56f52b937752d26bde155/
palladium.gen.tr,TR,palladium.gen.tr,krybit,Manufacturing,Manufacturing Industry,True,2026-04-14 14:34:42.039589,2026-04-14 14:34:57.010238,https://images.ransomware.live/victims/100733e76c12ea93179255bb6389c770.png,http://krybitxdpxohsmjooeb3gbgpmdddreh6mnflzac6bnezz74b7yje67yd.onion/blog/bc5723b509285febe34720381141a5509f50a50f44f48f250c899b37ff117b41/
unipest.co.th,TH,unipest.co.th,krybit,Retail & E-Commerce,Business Services,False,2026-04-14 14:35:22.873711,2026-04-14 14:35:36.737239,https://images.ransomware.live/victims/d97d64c5f7d963ffefd5758c9d0f6303.png,http://krybitxdpxohsmjooeb3gbgpmdddreh6mnflzac6bnezz74b7yje67yd.onion/blog/7e4d2cc0b26635dfe620f21d6729f4cd122f8f73c1a95c65bf38693f4a6f0751/
asesoriauriel.com,MX,asesoriauriel.com,krybit,Professional Services,Professional Services,True,2026-04-14 14:35:59.214152,2026-04-14 14:36:17.957505,https://images.ransomware.live/victims/09891d1582ec3b8a2b83f8d8a14f2d99.png,http://krybitxdpxohsmjooeb3gbgpmdddreh6mnflzac6bnezz74b7yje67yd.onion/blog/404e2516d4022752f93dc9844fb4712339199312accc129b66a85bcb379cda09/
La Tuilerie,CA,latuilerie.com,akira,Agriculture and Food Production,Agriculture and Food Industry,True,2026-04-14 00:00:00,2026-04-14 15:35:15.460685,,
CSA SpA,IT,csa spa,akira,Transportation,Transportation,True,2026-04-14 00:00:00,2026-04-14 15:35:18.487464,,
itc-group.com,DE,itc-group.com,chaos,Professional Services,Construction and Engineering,False,2026-04-14 16:49:10.776768,2026-04-14 16:49:25.694144,https://images.ransomware.live/victims/4fa1d4c4a0730b30b2c309753dbf468c.png,http://hptqq2o2qjva7lcaaq67w36jihzivkaitkexorauw7b2yul2z6zozpqd.onion/post/GhKwrjbUfSi9CAxsiPlUSnOSeYeK6DWP
coastappliances.com,US,coastappliances.com,chaos,Retail & E-Commerce,Retail and Commerce,False,2026-04-14 16:49:47.922835,2026-04-14 16:50:03.110859,https://images.ransomware.live/victims/08391e1f6c80c6ab67f20f65ce9c773d.png,http://hptqq2o2qjva7lcaaq67w36jihzivkaitkexorauw7b2yul2z6zozpqd.onion/post/KGan5zh1NKkLgZjJkdq5jUzLeUfvSO0x
Apply Capnor,NO,applycapnor.com,dragonforce,Manufacturing,Manufacturing Industry,True,2026-04-14 16:11:36.283772,2026-04-14 16:55:03.604678,https://images.ransomware.live/victims/8c92bae7ed64d9807521bb2e5bc7bfa8.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=698b5229-4f01-4707-a64c-0dc5b42b9a5f
D-Troy Logistics,MX,dtroylogistics.com,nightspire,Transportation,Logistics and Transportation,False,2026-04-05 00:00:00,2026-04-14 17:35:51.993904,,
Stonehenge,GB,stonehenge.o.uk,lynx,Other,Other,True,2026-04-06 23:30:17.529000,2026-04-14 19:07:29.994665,https://images.ransomware.live/victims/84641e3a7c0182f835d6bd17778165c1.png,http://lynxchatly4zludmhmi75jrwhycnoqvkxb4prohxmyzf4euf5gjxroad.onion/leaks/69d442099c439c5f45f25fd7
Gastroenterology & Hepatology of CNY,US,gandhofcny.com,exitium,Healthcare,Healthcare and Medical,True,2026-04-14 20:06:02.389513,2026-04-14 20:06:20.603210,https://images.ransomware.live/victims/7edcdddf77066328a0e943248e0931db.png,http://m3ksukzn2glzfdvlusohril7n3iyk4z4fudf6mm22lwhpbpt5aiee5qd.onion#Gastroenterology%20%26%20Hepatology%20of%20CNY
Hacked 0APT,,hacked 0apt,krybit,Technology,Information Technology,True,2026-04-14 20:21:55.235455,2026-04-14 20:22:16.615122,https://images.ransomware.live/victims/ef61e6c8e8f26a51d5d21d365046bdf0.png,http://krybitqsdzwmhnitvwuhvsntfgf2wrhxveyxroxpc44c6gkft2cqldyd.onion/blog/65dc321e50f74c6fd042423cf707e16ef0ff3b265b0049db4d6c17249dbfb76a/
LACROIX,CA,palacroix.com,lamashtu,Manufacturing,Manufacturing Industry,False,2026-04-14 20:23:04.560485,2026-04-14 20:23:16.768843,https://images.ransomware.live/victims/61096aa45a12bd14564ea5f1d6be375e.png,http://lamashtux5j74mcm7lwwgn5yrvuwtrpxjoyendif3v3hrztjesfoyayd.onion/post/8da3233a0fc6f66616e5d6042c2ae0a8
Flash Charm INC - (IDERA),US,idera.com,coinbasecartel,Technology,Information Technology,False,2026-04-14 21:35:12.050841,2026-04-14 21:35:28.542754,https://images.ransomware.live/victims/c93fda85c7c5dc293ca79a2d2f110e48.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/idera
bela - pharm,DE,bela-pharm.com,dragonforce,Healthcare,Healthcare and Medical,False,2026-04-15 09:54:27.106151,2026-04-15 10:40:38.205987,https://images.ransomware.live/victims/3b28a6e8eab5eecbacf729d17828d578.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=745d9b0c-738f-4dbe-b203-1b404f2cbd39
McCOR,CA,mccor.ca,dragonforce,Professional Services,Real Estate Services,False,2026-04-15 09:27:11.598924,2026-04-15 10:42:02.811527,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=eef14cd1-1d68-4f9a-a8e2-3a4c7b94bf63
Curtis Design Group,US,curtisdesigngroup.com,dragonforce,Professional Services,Construction and Engineering,False,2026-04-15 09:26:19.562740,2026-04-15 10:43:30.531019,https://images.ransomware.live/victims/e4706f65918f0c9b0daffff5125edc28.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=2558ad00-e293-441a-b326-9bedc8fcb40a
VOLTERRIES,FR,volterres.fr,lamashtu,Energy & Utilities,Energy and Utilities,False,2026-04-15 11:01:42.645324,2026-04-15 11:01:58.682220,https://images.ransomware.live/victims/f454e9eef6a9611f8e85b0edefeeb880.png,http://lamashtux5j74mcm7lwwgn5yrvuwtrpxjoyendif3v3hrztjesfoyayd.onion/post/72196be43f72a424ca72de5127a3cdbf
Fletcher Chrysler Products,US,fletcherchrysler.com,akira,Manufacturing,Retail and Commerce,False,2026-04-15 00:00:00,2026-04-15 12:03:36.319097,,
INDESMALLA,AR,indesmalla.com,akira,Manufacturing,Manufacturing Industry,False,2026-02-20 00:00:00,2026-04-15 12:03:39.340762,,
CIR Realty,CA,cirrealty.ca,akira,Professional Services,Professional Services,True,2026-04-01 00:00:00,2026-04-15 13:29:47.906509,,
Cognizant,US,cognizant.com,coinbasecartel,Professional Services,Information Technology,False,2026-04-15 13:34:38.401548,2026-04-15 13:34:57.809297,https://images.ransomware.live/victims/8d9a9a0d1bda9ad0d421d9449d76c112.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/cog
Astreya,US,astreya.com,coinbasecartel,Technology,Information Technology,False,2026-04-15 13:35:20.255887,2026-04-15 13:35:36.811458,https://images.ransomware.live/victims/cf343247be891e2aab1486bb33aee62c.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/astraya
Sampol,ES,sampol.com,coinbasecartel,Energy & Utilities,Energy and Utilities,False,2026-04-15 13:35:59.039505,2026-04-15 13:36:14.751209,https://images.ransomware.live/victims/74f17177ddb30ef091b66974660d9226.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/sampol
La Maison Bleue France,FR,la-maison-bleue.fr,coinbasecartel,Hospitality,Consumer Services,False,2026-04-15 13:36:37.070505,2026-04-15 13:36:52.810332,https://images.ransomware.live/victims/d0a2fb6d56f55680d55afde4cf859714.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/bleue
Rogiken / institute of Science Tokyo,JP,rogiken.org,coinbasecartel,Education,Research and Development,False,2026-04-15 13:37:14.990132,2026-04-15 13:37:31.142418,https://images.ransomware.live/victims/ac7c26b242f7269f187d5529d6471bf7.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/tokyo
Kemenpppa,ID,keemenpppa.go.id,coinbasecartel,Government & Defense,Government & Defense,True,2026-04-15 13:37:54.251448,2026-04-15 13:38:10.581731,https://images.ransomware.live/victims/dd6c4a5e371ee4839423d4450f0c9e66.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/kemen
Millenium Packaging,US,mil-pkg.com,coinbasecartel,Manufacturing,Manufacturing Industry,True,2026-04-15 13:38:32.796806,2026-04-15 13:38:47.526919,https://images.ransomware.live/victims/01972b63d783ace87e804e8ac9814a6f.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/pkg
Questivity,US,questivity.com,coinbasecartel,Professional Services,Professional Services,True,2026-04-15 13:39:09.735179,2026-04-15 13:39:24.669231,https://images.ransomware.live/victims/be6549e30d4bae02e3a62db1ee284508.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/quest
Wayne Brothers Construction,US,waynebrothers.com,coinbasecartel,Manufacturing,Manufacturing Industry,True,2026-04-15 13:39:49.233176,2026-04-15 13:40:03.230642,https://images.ransomware.live/victims/7ebcc5a2ae81b4b8de1b254ab67d1bec.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/bros
GL Steel,PL,glsteel.pl,coinbasecartel,Manufacturing,Manufacturing Industry,True,2026-04-15 13:40:27.047887,2026-04-15 13:40:41.332225,https://images.ransomware.live/victims/5fad681f8d5ad220f4c826b966759f85.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/glsteel
Superintendency of territorial planning,EC,sot.gob.ec,coinbasecartel,Government & Defense,Government,False,2026-04-15 13:41:03.461301,2026-04-15 13:41:17.779451,https://images.ransomware.live/victims/a1c4cb170dd0b4f13d51f41990e646ce.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/sot
Epoch Times,US,epochtimes.com,coinbasecartel,Retail & E-Commerce,Media and Entertainment,False,2026-04-15 13:41:39.859038,2026-04-15 13:41:57.428130,https://images.ransomware.live/victims/fcd9271a8b5fd4cca399d9f3fef7bf47.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/epoch
Vluznet,US,vluznet.com,coinbasecartel,Not Found,Not Found,True,2026-04-15 13:42:19.610958,2026-04-15 13:42:34.284227,https://images.ransomware.live/victims/6ec40aca916fa43d63a656dc8cca7583.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/vlz
UOM University,MT,uom.gr,coinbasecartel,Education,Educational Services,False,2026-04-15 13:42:56.498329,2026-04-15 13:43:11.526411,https://images.ransomware.live/victims/cb0724b2d17ef7d18784a731f157a157.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/uom
Gruppo ICM SPA,IT,gruppoicm.com,qilin,Manufacturing,Construction and Engineering,False,2026-04-15 14:45:21.928336,2026-04-15 14:45:47.909710,https://images.ransomware.live/victims/f9073122ff88e3e086fa6f1a6675399b.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=c7f1fef9-9aab-3ba9-8758-9a21b1cb1bf3
Truckload Carriers Association,US,truckload.org,akira,Transportation,Transportation,True,2026-03-26 00:00:00,2026-04-15 14:58:22.388124,,
The Epoch Times,US,theepochtimes.com,coinbasecartel,Retail & E-Commerce,Media and Entertainment,False,2026-04-15 16:32:57.792535,2026-04-15 16:33:19.724150,https://images.ransomware.live/victims/097448241c660bec973c42c6da94cdeb.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/theepoch
Limkon,TR,limkon.com,qilin,Not Found,Agriculture and Food Industry,False,2026-04-15 18:58:31.583564,2026-04-15 18:59:33.389359,,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=433a4569-2ad7-3b40-b1d1-1b5bf391aa35
"guesty, LITELLM/TRIVY CAMPAIGN (TEAMPCP)",IL,guesty.com,vect,Technology,Information Technology,False,2026-04-15 00:00:00,2026-04-15 19:08:31.637742,,
Uniwersytet Warszawski,PL,uw.edu.pl,interlock,Education,Educational Services,False,2026-02-09 00:00:00,2026-04-15 19:15:18.072523,https://images.ransomware.live/victims/f2967a53a6f78395f3f4111347fda4f8.png,http://efs3fkrjyvqsk7nugzteelo5i5jxoch5ziqhf37dzmmlmzzlymhawmid.onion/index.php?p=
Clearwater Marine Aquarium,US,cmaquarium.org,qilin,Retail & E-Commerce,Non-Profit Organizations,False,2026-04-13 00:00:00,2026-04-15 20:26:59.814312,,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=1b2b5018-bc00-3fc8-b5b5-01b2110c9924
FriendlyCare Pharmacy,AU,friendlycare.com.au,kairos,Healthcare,Healthcare and Medical,False,2026-04-15 00:00:00,2026-04-15 20:47:05.756189,,
Harris Beach Murtha,US,harrisbeachmurtha.com,SilentRansomGroup,Professional Services,Professional Services,True,2026-04-07 00:00:00,2026-04-15 22:25:48.649042,,
Biotehnos,RO,biotehnos.ro,lamashtu,Healthcare,Research and Development,False,2026-04-16 09:33:38.161478,2026-04-16 09:33:56.647678,https://images.ransomware.live/victims/f2df7a698a3967d6628ddbe38690e5f3.png,http://lamashtux5j74mcm7lwwgn5yrvuwtrpxjoyendif3v3hrztjesfoyayd.onion/post/2bff47b8b7414902df9b5c49cf876d81
Empower Group,US,goempowergroup.com,dragonforce,Professional Services,Professional Services,True,2026-04-15 11:18:27.238441,2026-04-16 11:31:30.473241,https://images.ransomware.live/victims/06b28153e9f8cff6cf4e166e901608dd.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=06c26b79-4599-4008-8434-79fb6415c22e
TFE Group,AU,tfe group,payload,Retail & E-Commerce,Retail & E-Commerce,True,2026-04-16 12:23:34.677270,2026-04-16 12:24:01.281814,https://images.ransomware.live/victims/5516b9c67b13fa8b56abd4c5a2382b8a.png,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/555031f0-db54-4cc0-b7ed-c5b3c1d5f400
orientalweavers.com,EG,orientalweavers.com,payload,Manufacturing,Manufacturing Industry,False,2026-04-16 12:24:26.352400,2026-04-16 12:24:51.128097,https://images.ransomware.live/victims/506acd28db14e581b7c018ea5cd8d01f.png,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/b32ffa64-bd8e-487d-a358-cdb8f7d2bb8d
Sunlight Express Airways,PH,sunlightair.ph,payload,Transportation,Logistics and Transportation,False,2026-04-16 12:24:53.185114,2026-04-16 12:25:17.550689,https://images.ransomware.live/victims/350c764276f1d091e7f54b8d4da56735.png,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/b4c9d63d-2827-4bb9-b1b9-edf84f780a74
Marino Food Products Pvt,LK,marino.co.in,payload,Agriculture and Food Production,Agriculture and Food Industry,False,2026-04-16 12:25:19.177812,2026-04-16 12:25:43.808599,https://images.ransomware.live/victims/425f6e9658320ecc2a0210fd13b9b99e.png,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/0de813bc-eaed-452e-9b1e-10c6c085e000
Franziskusschule Wilhelmshaven,DE,franziskus-whv.de,payload,Education,Educational Services,False,2026-04-16 12:25:45.486845,2026-04-16 12:26:10.942784,https://images.ransomware.live/victims/b4493e602dda6d46ffefb7f3284c5643.png,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/7c90fc7c-33c6-4fbe-913c-b43b396b278a
R Roese Contracting,US,rroese.com,akira,Manufacturing,Manufacturing Industry,True,2026-04-16 00:00:00,2026-04-17 14:32:44.009313,,
Pharmathek,DE,pharmathek.com,akira,Healthcare,Healthcare and Medical,False,2026-04-16 00:00:00,2026-04-17 14:32:47.223858,,
Law Offices of JamesC Shields,US,shieldslaw.net,akira,Professional Services,Professional Services,True,2026-03-18 00:00:00,2026-04-17 14:32:50.462250,,
Qatar Biomedical Research Institute (QBRI),QA,hbku.edu.qa/en/qbri,crypto24,Healthcare,Healthcare and Medical,True,2026-04-17 14:39:57.983465,2026-04-17 14:40:02.090670,,
medicalnetworks CJ GmbH & Co. KG,DE,medicalnetworks.de,dragonforce,Healthcare,Information Technology,False,2026-04-17 05:53:31.088339,2026-04-17 14:42:24.674016,https://images.ransomware.live/victims/61499c6b87e54fdda82ec2f72c2b8569.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=14833707-9066-410f-b6a8-b9db41ec1b4f
bgcsnv.org,US,bgcsnv.org,incransom,Education,Educational Services,True,2026-04-02 00:00:00,2026-04-17 14:47:16.247057,https://images.ransomware.live/victims/c4dae8096739c89c1acf833edc03d2e1.png,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/69e16db28f1d14b743252555
treelawoffice.com,US,treelawoffice.com,incransom,Professional Services,Legal Services,False,2026-04-01 00:00:00,2026-04-17 14:48:13.421106,https://images.ransomware.live/victims/df21b7e14af16f97b7f003d6288867dc.png,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/69e1639f8f1d14b743245150
Fagen Friedman & Fulfrost LLP,US,f3law.com,SilentRansomGroup,Professional Services,Professional Services,True,2026-04-17 15:33:15.586318,2026-04-17 15:33:19.775649,,
putzbaer.berlin,DE,putzbaer.berlin,krybit,Retail & E-Commerce,Consumer Services,False,2026-04-15 00:00:00,2026-04-17 15:51:35.719088,https://images.ransomware.live/victims/719c5d8626981e507db4a50054f277b8.png,http://krybitqsdzwmhnitvwuhvsntfgf2wrhxveyxroxpc44c6gkft2cqldyd.onion/blog/36488a24bdf98e19b64735365ea6d9a34384e0337e949bb08667a22ec852d572/
HBX Group,SG,hbxgroup.com,qilin,Professional Services,Tourism and Hospitality,False,2026-04-17 16:20:13.963662,2026-04-17 16:20:32.925402,https://images.ransomware.live/victims/50b3222f7ad56f22c51c10fc5975dd55.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=a00422e2-f93b-3e47-9c2b-35386294a918
GoTip,JP,gotip.jp,ransomexx,Professional Services,Retail and Commerce,False,2026-04-16 00:00:00,2026-04-17 16:21:07.562601,https://images.ransomware.live/victims/fc360e14cb201828195d4ef7e6c45f10.png,http://rnsm777cdsjrsdlbs4v5qoeppu3px6sb2igmh53jzrx7ipcrbjz5b2ad.onion/2026/04/16/gotip/
st-bernards.bham.sch.uk,GB,st-bernards.bham.sch.uk,safepay,Education,Educational Services,False,2026-04-17 16:24:29.121895,2026-04-17 16:24:43.453915,https://images.ransomware.live/victims/d842c4e34d4ab44cd262dcbe0f8c9345.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/st-bernardsbhamschuk/
favellefavco.com,MY,favellefavco.com,safepay,Manufacturing,Manufacturing Industry,False,2026-02-24 00:00:00,2026-04-17 16:25:19.800507,https://images.ransomware.live/victims/187a1e34083ebbeb70f5e64ed08389f9.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/favellefavcocom/
thruwayplumbingservice.com,US,thruwayplumbingservice.com,safepay,Retail & E-Commerce,Retail & E-Commerce,True,2026-04-17 16:25:42.112786,2026-04-17 16:25:54.617437,https://images.ransomware.live/victims/9f3f82fc1cdfafdf50788f5a8036de26.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/thruwayplumbingservicecom/
lynxprecast.co.uk,GB,lynxprecast.co.uk,safepay,Professional Services,Manufacturing Industry,False,2026-04-17 16:26:17.006075,2026-04-17 16:26:29.239263,https://images.ransomware.live/victims/0c9d43313c2e47981a3c791780ab9750.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/lynxprecastcouk/
genealogysa.org.au,AU,genealogysa.org.au,safepay,Retail & E-Commerce,Non-Profit Organizations,False,2026-04-17 16:26:51.340272,2026-04-17 16:27:03.731050,https://images.ransomware.live/victims/20c3724ed753fd79d200c5d8e6ab806d.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/genealogysaorgau/
abfall-kreis-kassel.de,DE,abfall-kreis-kassel.de,safepay,Government & Defense,Government,False,2026-02-16 00:00:00,2026-04-17 16:27:38.455035,https://images.ransomware.live/victims/5e21acb7dfc50d1a291151336aab00d4.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/abfall-kreis-kasselde/
cheeky.com.ar,AR,cheeky.com.ar,safepay,Retail & E-Commerce,Retail and Commerce,False,2026-02-05 00:00:00,2026-04-17 16:28:13.516624,https://images.ransomware.live/victims/28bf56ca7aa710ca3d261e7fab86911e.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/cheekycomar/
bbalawgroup.com,US,bbalawgroup.com,safepay,Professional Services,Legal Services,False,2026-04-17 16:29:10.676976,2026-04-17 16:29:25.638774,https://images.ransomware.live/victims/46568184cde58edbd87069299195f41b.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/bbalawgroupcom/
Millennium Dental Technologies,US,lanap.com,termite,Healthcare,Healthcare and Medical,False,2026-04-16 22:46:01,2026-04-17 16:34:38.078589,https://images.ransomware.live/victims/d24f953c4a7c79f3ad2c6712984e39be.png,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/69e1671a786a0e50d7a6a887
